tenure,Tenure_Group,MonthlyCharges,SeniorCitizen,InternetService,PaymentMethod,PaperlessBilling,TechSupport,Service_Engagement,Contract,Churn
32,Standard(1-3yr),75.5,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,0
29,Standard(1-3yr),35.6,0,DSL,Mailed check,No,Yes,2,One year,0
3,New(0-1yr),60.25,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
2,New(0-1yr),95.15,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
13,Standard(1-3yr),96.65,0,Fiber optic,Mailed check,Yes,No,3,Month-to-month,1
41,Loyal(3yr+),40.35,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
1,New(0-1yr),18.85,0,No,Electronic check,No,No internet service,0,Month-to-month,0
7,New(0-1yr),54.85,0,DSL,Mailed check,No,No,1,Month-to-month,0
52,Loyal(3yr+),64.3,0,DSL,Mailed check,Yes,No,3,One year,0
45,Loyal(3yr+),24.65,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
70,Loyal(3yr+),76.1,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
53,Loyal(3yr+),18.7,0,No,Mailed check,No,No internet service,0,Two year,0
62,Loyal(3yr+),97.95,1,Fiber optic,Credit card (automatic),Yes,No,3,One year,0
60,Loyal(3yr+),94.1,0,Fiber optic,Credit card (automatic),Yes,No,3,Month-to-month,0
3,New(0-1yr),80.4,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
23,Standard(1-3yr),95.1,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
1,New(0-1yr),31.35,0,DSL,Mailed check,Yes,No,1,Month-to-month,1
67,Loyal(3yr+),72.35,0,DSL,Bank transfer (automatic),Yes,Yes,4,One year,0
12,New(0-1yr),89.75,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,1
71,Loyal(3yr+),82.7,1,DSL,Bank transfer (automatic),Yes,Yes,5,Two year,0
25,Standard(1-3yr),19.9,0,No,Credit card (automatic),No,No internet service,0,One year,0
5,New(0-1yr),53.8,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
26,Standard(1-3yr),51.55,0,DSL,Credit card (automatic),Yes,No,0,One year,0
1,New(0-1yr),19.65,0,No,Mailed check,No,No internet service,0,One year,0
70,Loyal(3yr+),44.05,1,DSL,Credit card (automatic),Yes,No,3,One year,0
72,Loyal(3yr+),114.0,0,Fiber optic,Electronic check,Yes,Yes,6,Two year,0
60,Loyal(3yr+),94.4,0,Fiber optic,Electronic check,Yes,No,3,One year,1
32,Standard(1-3yr),100.4,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
1,New(0-1yr),19.85,0,No,Electronic check,Yes,No internet service,0,Month-to-month,1
14,Standard(1-3yr),54.25,0,DSL,Mailed check,Yes,No,1,One year,0
13,Standard(1-3yr),80.0,0,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,0
6,New(0-1yr),109.9,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Month-to-month,1
46,Loyal(3yr+),79.2,0,DSL,Mailed check,No,No,4,Two year,0
15,Standard(1-3yr),101.35,0,Fiber optic,Electronic check,Yes,Yes,4,Month-to-month,1
43,Loyal(3yr+),94.3,1,Fiber optic,Electronic check,Yes,Yes,3,Month-to-month,0
39,Loyal(3yr+),49.8,0,DSL,Bank transfer (automatic),Yes,Yes,1,Two year,0
21,Standard(1-3yr),60.05,1,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,1
57,Loyal(3yr+),53.75,0,DSL,Electronic check,Yes,No,4,Month-to-month,0
53,Loyal(3yr+),93.45,0,Fiber optic,Electronic check,Yes,Yes,3,One year,0
18,Standard(1-3yr),87.9,0,Fiber optic,Mailed check,Yes,No,3,Month-to-month,0
1,New(0-1yr),60.15,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
58,Loyal(3yr+),61.05,0,DSL,Bank transfer (automatic),Yes,Yes,2,One year,0
71,Loyal(3yr+),104.05,1,Fiber optic,Bank transfer (automatic),No,No,3,Two year,0
35,Standard(1-3yr),99.25,0,Fiber optic,Electronic check,Yes,Yes,4,One year,0
3,New(0-1yr),85.7,0,Fiber optic,Credit card (automatic),No,No,2,Month-to-month,0
38,Loyal(3yr+),104.85,0,Fiber optic,Electronic check,Yes,No,4,One year,0
35,Standard(1-3yr),69.15,0,DSL,Credit card (automatic),Yes,Yes,4,Two year,0
7,New(0-1yr),90.45,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
47,Loyal(3yr+),74.45,0,DSL,Mailed check,No,Yes,4,Two year,0
14,Standard(1-3yr),50.45,0,DSL,Electronic check,No,No,1,Month-to-month,0
20,Standard(1-3yr),60.0,1,DSL,Electronic check,Yes,No,2,Month-to-month,0
66,Loyal(3yr+),85.25,0,DSL,Electronic check,No,Yes,5,Two year,0
15,Standard(1-3yr),19.45,0,No,Credit card (automatic),Yes,No internet service,0,Month-to-month,0
42,Loyal(3yr+),20.75,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
17,Standard(1-3yr),78.9,0,Fiber optic,Electronic check,No,No,1,Month-to-month,0
37,Loyal(3yr+),104.5,0,Fiber optic,Credit card (automatic),Yes,Yes,4,One year,0
12,New(0-1yr),49.4,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
53,Loyal(3yr+),94.25,0,Fiber optic,Bank transfer (automatic),Yes,No,3,One year,1
60,Loyal(3yr+),25.0,0,No,Mailed check,No,No internet service,0,Two year,0
18,Standard(1-3yr),25.55,0,DSL,Credit card (automatic),No,No,0,Month-to-month,0
1,New(0-1yr),74.9,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
3,New(0-1yr),70.15,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
9,New(0-1yr),69.4,0,DSL,Credit card (automatic),Yes,Yes,3,Month-to-month,0
1,New(0-1yr),80.25,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
56,Loyal(3yr+),93.15,0,Fiber optic,Electronic check,Yes,No,3,One year,0
17,Standard(1-3yr),69.0,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
11,New(0-1yr),66.35,0,DSL,Electronic check,Yes,Yes,2,Month-to-month,1
7,New(0-1yr),69.55,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,0
69,Loyal(3yr+),20.2,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
19,Standard(1-3yr),86.0,0,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
3,New(0-1yr),80.3,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
54,Loyal(3yr+),20.4,0,No,Credit card (automatic),No,No internet service,0,Two year,0
62,Loyal(3yr+),23.75,0,No,Credit card (automatic),Yes,No internet service,0,One year,0
24,Standard(1-3yr),90.55,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,1
62,Loyal(3yr+),70.45,0,DSL,Credit card (automatic),Yes,No,2,Month-to-month,0
17,Standard(1-3yr),65.75,0,DSL,Bank transfer (automatic),No,No,2,Month-to-month,0
9,New(0-1yr),24.6,0,DSL,Mailed check,Yes,No,0,Month-to-month,0
64,Loyal(3yr+),69.25,0,DSL,Mailed check,No,Yes,4,Two year,0
2,New(0-1yr),75.9,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
1,New(0-1yr),45.85,0,DSL,Mailed check,Yes,No,0,Month-to-month,1
16,Standard(1-3yr),49.95,0,DSL,Electronic check,Yes,Yes,3,Month-to-month,1
72,Loyal(3yr+),24.65,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
30,Standard(1-3yr),90.4,0,Fiber optic,Bank transfer (automatic),No,No,3,One year,0
49,Loyal(3yr+),100.85,0,Fiber optic,Mailed check,Yes,No,3,Month-to-month,0
61,Loyal(3yr+),75.35,0,DSL,Credit card (automatic),No,Yes,4,Two year,0
47,Loyal(3yr+),87.2,0,Fiber optic,Electronic check,No,No,2,Month-to-month,0
20,Standard(1-3yr),64.4,0,DSL,Credit card (automatic),No,No,3,Month-to-month,0
34,Standard(1-3yr),78.3,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
70,Loyal(3yr+),24.7,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
54,Loyal(3yr+),105.85,0,Fiber optic,Electronic check,Yes,Yes,5,One year,0
61,Loyal(3yr+),98.3,1,Fiber optic,Mailed check,Yes,Yes,4,One year,0
3,New(0-1yr),76.95,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
13,Standard(1-3yr),19.45,0,No,Mailed check,No,No internet service,0,One year,0
16,Standard(1-3yr),96.15,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
3,New(0-1yr),58.7,0,DSL,Credit card (automatic),Yes,No,2,Month-to-month,0
25,Standard(1-3yr),20.15,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
30,Standard(1-3yr),64.5,0,DSL,Mailed check,Yes,No,2,Month-to-month,0
21,Standard(1-3yr),28.5,0,DSL,Electronic check,No,No,1,Month-to-month,0
1,New(0-1yr),45.3,0,DSL,Electronic check,No,No,0,Month-to-month,1
15,Standard(1-3yr),19.4,0,No,Bank transfer (automatic),No,No internet service,0,Month-to-month,1
23,Standard(1-3yr),90.45,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
45,Loyal(3yr+),105.15,0,Fiber optic,Electronic check,Yes,No,4,Month-to-month,0
24,Standard(1-3yr),83.15,0,Fiber optic,Bank transfer (automatic),No,No,2,One year,0
11,New(0-1yr),90.15,0,Fiber optic,Electronic check,No,Yes,2,Month-to-month,1
1,New(0-1yr),45.05,0,DSL,Mailed check,No,No,0,Month-to-month,1
56,Loyal(3yr+),103.2,0,Fiber optic,Bank transfer (automatic),No,Yes,4,Two year,0
1,New(0-1yr),75.8,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
1,New(0-1yr),19.45,0,No,Electronic check,No,No internet service,0,Month-to-month,0
7,New(0-1yr),79.3,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
55,Loyal(3yr+),88.8,1,Fiber optic,Credit card (automatic),No,Yes,3,Two year,0
2,New(0-1yr),30.9,0,DSL,Electronic check,Yes,Yes,1,Month-to-month,1
72,Loyal(3yr+),85.9,0,DSL,Credit card (automatic),Yes,Yes,5,Two year,0
45,Loyal(3yr+),34.2,1,DSL,Electronic check,No,No,1,One year,0
47,Loyal(3yr+),20.15,0,No,Mailed check,No,No internet service,0,Two year,0
46,Loyal(3yr+),95.25,1,Fiber optic,Credit card (automatic),No,No,3,One year,1
2,New(0-1yr),50.3,0,DSL,Mailed check,Yes,No,1,Month-to-month,0
2,New(0-1yr),80.15,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,0
12,New(0-1yr),51.25,0,DSL,Electronic check,Yes,No,1,Month-to-month,0
68,Loyal(3yr+),89.6,1,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,1
69,Loyal(3yr+),95.2,0,Fiber optic,Credit card (automatic),Yes,Yes,3,Two year,0
56,Loyal(3yr+),94.8,1,Fiber optic,Credit card (automatic),No,No,3,One year,0
4,New(0-1yr),80.25,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
64,Loyal(3yr+),76.1,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
59,Loyal(3yr+),110.15,0,Fiber optic,Electronic check,Yes,No,5,One year,1
62,Loyal(3yr+),115.55,0,Fiber optic,Bank transfer (automatic),No,Yes,6,Two year,0
63,Loyal(3yr+),24.65,0,No,Credit card (automatic),No,No internet service,0,Two year,0
53,Loyal(3yr+),53.6,0,DSL,Electronic check,Yes,Yes,5,One year,0
5,New(0-1yr),19.45,0,No,Mailed check,No,No internet service,0,Month-to-month,0
49,Loyal(3yr+),88.2,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
62,Loyal(3yr+),101.15,0,Fiber optic,Bank transfer (automatic),Yes,No,3,Two year,0
55,Loyal(3yr+),56.8,0,DSL,Mailed check,No,Yes,3,Two year,0
71,Loyal(3yr+),99.4,1,Fiber optic,Electronic check,Yes,Yes,5,Two year,0
72,Loyal(3yr+),20.1,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
36,Standard(1-3yr),60.7,0,DSL,Credit card (automatic),No,Yes,5,One year,0
25,Standard(1-3yr),20.95,0,No,Bank transfer (automatic),Yes,No internet service,0,One year,0
72,Loyal(3yr+),114.85,1,Fiber optic,Bank transfer (automatic),Yes,Yes,6,Two year,0
36,Standard(1-3yr),19.25,0,No,Bank transfer (automatic),Yes,No internet service,0,One year,0
1,New(0-1yr),62.8,0,DSL,Mailed check,Yes,No,2,Month-to-month,0
72,Loyal(3yr+),105.5,0,Fiber optic,Electronic check,Yes,No,4,Two year,0
59,Loyal(3yr+),19.85,0,No,Mailed check,No,No internet service,0,Two year,0
7,New(0-1yr),89.5,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
1,New(0-1yr),74.1,0,DSL,Credit card (automatic),No,Yes,4,One year,0
30,Standard(1-3yr),107.5,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,0
64,Loyal(3yr+),19.55,0,No,Mailed check,No,No internet service,0,Two year,0
63,Loyal(3yr+),68.8,0,DSL,Bank transfer (automatic),No,Yes,4,One year,0
72,Loyal(3yr+),84.45,1,DSL,Credit card (automatic),No,No,5,Two year,0
8,New(0-1yr),75.0,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
62,Loyal(3yr+),84.5,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
67,Loyal(3yr+),111.2,0,Fiber optic,Bank transfer (automatic),Yes,Yes,5,Two year,0
6,New(0-1yr),44.75,0,DSL,Electronic check,No,No,0,Month-to-month,1
70,Loyal(3yr+),80.6,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
20,Standard(1-3yr),80.7,1,Fiber optic,Bank transfer (automatic),No,No,1,Month-to-month,0
5,New(0-1yr),75.6,0,Fiber optic,Electronic check,No,No,0,Month-to-month,0
24,Standard(1-3yr),57.6,0,DSL,Electronic check,No,No,5,One year,0
11,New(0-1yr),44.05,0,DSL,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),110.6,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
66,Loyal(3yr+),58.2,0,DSL,Credit card (automatic),Yes,Yes,3,Two year,0
45,Loyal(3yr+),81.0,0,DSL,Mailed check,Yes,Yes,5,Two year,0
69,Loyal(3yr+),19.7,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
15,Standard(1-3yr),85.6,1,Fiber optic,Bank transfer (automatic),Yes,No,1,Month-to-month,1
28,Standard(1-3yr),59.55,0,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,0
70,Loyal(3yr+),115.55,0,Fiber optic,Credit card (automatic),No,Yes,6,One year,1
36,Standard(1-3yr),75.55,0,DSL,Mailed check,Yes,Yes,5,One year,0
16,Standard(1-3yr),86.6,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
18,Standard(1-3yr),85.2,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
34,Standard(1-3yr),97.65,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
42,Loyal(3yr+),45.1,0,DSL,Credit card (automatic),Yes,No,3,One year,0
48,Loyal(3yr+),70.95,0,DSL,Bank transfer (automatic),Yes,Yes,3,One year,0
47,Loyal(3yr+),109.55,0,Fiber optic,Electronic check,Yes,Yes,5,Month-to-month,1
39,Loyal(3yr+),89.55,0,Fiber optic,Electronic check,Yes,Yes,3,One year,1
11,New(0-1yr),20.9,0,No,Credit card (automatic),No,No internet service,0,Two year,0
7,New(0-1yr),19.95,0,No,Mailed check,Yes,No internet service,0,Month-to-month,0
3,New(0-1yr),24.6,0,No,Mailed check,No,No internet service,0,Month-to-month,0
8,New(0-1yr),66.7,0,DSL,Electronic check,Yes,No,3,Month-to-month,0
1,New(0-1yr),19.45,0,No,Mailed check,Yes,No internet service,0,Month-to-month,1
32,Standard(1-3yr),94.8,0,Fiber optic,Mailed check,No,No,4,One year,0
60,Loyal(3yr+),65.85,0,DSL,Bank transfer (automatic),Yes,Yes,4,One year,0
10,New(0-1yr),19.95,0,No,Bank transfer (automatic),Yes,No internet service,0,Month-to-month,0
71,Loyal(3yr+),24.65,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
4,New(0-1yr),20.35,0,No,Mailed check,No,No internet service,0,Month-to-month,1
1,New(0-1yr),69.25,1,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
43,Loyal(3yr+),51.25,0,DSL,Bank transfer (automatic),Yes,Yes,4,One year,0
59,Loyal(3yr+),99.5,0,Fiber optic,Bank transfer (automatic),Yes,No,3,One year,1
23,Standard(1-3yr),54.25,0,DSL,Electronic check,No,Yes,2,Month-to-month,0
72,Loyal(3yr+),19.4,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
22,Standard(1-3yr),56.25,0,DSL,Credit card (automatic),Yes,Yes,2,One year,0
1,New(0-1yr),25.15,0,DSL,Mailed check,Yes,No,0,Month-to-month,0
69,Loyal(3yr+),23.95,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
50,Loyal(3yr+),35.4,0,DSL,Mailed check,Yes,Yes,2,One year,0
1,New(0-1yr),25.2,1,DSL,Electronic check,Yes,No,0,Month-to-month,1
2,New(0-1yr),45.0,0,DSL,Mailed check,Yes,No,0,Month-to-month,1
15,Standard(1-3yr),75.35,0,Fiber optic,Bank transfer (automatic),No,No,1,Month-to-month,0
31,Standard(1-3yr),20.4,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),20.15,0,No,Mailed check,No,No internet service,0,Month-to-month,1
66,Loyal(3yr+),105.0,0,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,1
3,New(0-1yr),54.7,0,DSL,Credit card (automatic),Yes,No,1,Month-to-month,1
8,New(0-1yr),20.0,0,No,Mailed check,No,No internet service,0,Two year,0
64,Loyal(3yr+),73.05,0,DSL,Credit card (automatic),Yes,No,4,One year,0
28,Standard(1-3yr),20.5,0,No,Mailed check,No,No internet service,0,Month-to-month,0
57,Loyal(3yr+),100.75,0,Fiber optic,Credit card (automatic),Yes,No,3,One year,0
14,Standard(1-3yr),87.25,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
19,Standard(1-3yr),19.95,0,No,Mailed check,Yes,No internet service,0,Two year,0
10,New(0-1yr),79.95,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
51,Loyal(3yr+),49.65,0,DSL,Electronic check,Yes,No,3,Month-to-month,0
67,Loyal(3yr+),65.65,0,DSL,Mailed check,No,No,3,Two year,0
11,New(0-1yr),20.45,0,No,Electronic check,Yes,No internet service,0,Month-to-month,0
72,Loyal(3yr+),60.95,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
66,Loyal(3yr+),20.35,0,No,Electronic check,Yes,No internet service,0,One year,0
18,Standard(1-3yr),88.35,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,1
9,New(0-1yr),19.5,0,No,Electronic check,Yes,No internet service,0,Month-to-month,0
9,New(0-1yr),75.2,0,Fiber optic,Credit card (automatic),Yes,No,0,Month-to-month,0
48,Loyal(3yr+),111.45,0,Fiber optic,Bank transfer (automatic),Yes,No,5,Month-to-month,0
10,New(0-1yr),70.15,0,Fiber optic,Mailed check,No,No,0,Month-to-month,0
9,New(0-1yr),94.75,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
13,Standard(1-3yr),95.05,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
4,New(0-1yr),78.45,0,Fiber optic,Electronic check,No,No,1,Month-to-month,1
4,New(0-1yr),70.2,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
72,Loyal(3yr+),92.0,0,DSL,Bank transfer (automatic),No,Yes,6,Two year,0
51,Loyal(3yr+),85.5,0,DSL,Credit card (automatic),No,Yes,6,Two year,0
59,Loyal(3yr+),41.05,0,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,1
10,New(0-1yr),85.6,0,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
61,Loyal(3yr+),82.15,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,0
54,Loyal(3yr+),84.4,0,Fiber optic,Electronic check,No,Yes,3,One year,0
33,Standard(1-3yr),60.9,0,DSL,Mailed check,Yes,No,2,Month-to-month,0
27,Standard(1-3yr),20.25,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
1,New(0-1yr),79.2,1,Fiber optic,Electronic check,Yes,No,1,Month-to-month,1
23,Standard(1-3yr),95.3,0,Fiber optic,Mailed check,No,No,3,Month-to-month,0
1,New(0-1yr),19.85,0,No,Mailed check,No,No internet service,0,Month-to-month,0
45,Loyal(3yr+),84.35,0,DSL,Mailed check,Yes,Yes,6,Two year,0
39,Loyal(3yr+),19.85,0,No,Bank transfer (automatic),Yes,No internet service,0,Two year,0
5,New(0-1yr),70.0,0,DSL,Mailed check,Yes,No,3,One year,1
72,Loyal(3yr+),82.3,0,DSL,Bank transfer (automatic),No,Yes,5,Two year,0
58,Loyal(3yr+),66.8,0,DSL,Bank transfer (automatic),Yes,No,2,Month-to-month,0
70,Loyal(3yr+),44.6,0,DSL,Bank transfer (automatic),Yes,Yes,4,Two year,0
61,Loyal(3yr+),98.45,0,Fiber optic,Bank transfer (automatic),Yes,Yes,4,One year,0
2,New(0-1yr),70.7,0,Fiber optic,Mailed check,No,No,0,Month-to-month,0
46,Loyal(3yr+),24.95,0,No,Mailed check,No,No internet service,0,One year,0
1,New(0-1yr),49.95,0,DSL,Bank transfer (automatic),Yes,No,0,Month-to-month,1
22,Standard(1-3yr),69.25,0,Fiber optic,Electronic check,Yes,No,0,Month-to-month,1
48,Loyal(3yr+),102.5,0,Fiber optic,Credit card (automatic),Yes,Yes,5,Two year,0
64,Loyal(3yr+),86.55,0,DSL,Credit card (automatic),No,Yes,5,Two year,0
72,Loyal(3yr+),24.3,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
12,New(0-1yr),58.35,0,DSL,Credit card (automatic),Yes,No,2,Month-to-month,0
34,Standard(1-3yr),94.25,1,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
72,Loyal(3yr+),68.75,0,DSL,Credit card (automatic),No,No,4,Two year,0
29,Standard(1-3yr),85.8,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,0
33,Standard(1-3yr),20.1,0,No,Credit card (automatic),No,No internet service,0,One year,0
1,New(0-1yr),20.35,0,No,Mailed check,No,No internet service,0,Month-to-month,0
62,Loyal(3yr+),110.8,0,Fiber optic,Electronic check,Yes,Yes,5,One year,0
41,Loyal(3yr+),73.0,0,DSL,Electronic check,Yes,No,3,One year,1
64,Loyal(3yr+),100.05,0,Fiber optic,Credit card (automatic),Yes,No,3,One year,1
4,New(0-1yr),82.85,0,Fiber optic,Credit card (automatic),Yes,No,2,Month-to-month,0
24,Standard(1-3yr),84.35,0,Fiber optic,Electronic check,Yes,Yes,2,Month-to-month,0
14,Standard(1-3yr),19.55,0,No,Mailed check,No,No internet service,0,One year,0
3,New(0-1yr),19.95,0,No,Mailed check,No,No internet service,0,Month-to-month,0
4,New(0-1yr),99.8,1,Fiber optic,Credit card (automatic),Yes,No,4,Month-to-month,1
18,Standard(1-3yr),35.0,0,DSL,Electronic check,Yes,No,1,Month-to-month,1
8,New(0-1yr),66.25,0,DSL,Electronic check,Yes,No,2,Month-to-month,0
35,Standard(1-3yr),23.3,0,No,Bank transfer (automatic),No,No internet service,0,Two year,0
1,New(0-1yr),76.0,0,Fiber optic,Electronic check,No,No,0,Month-to-month,1
66,Loyal(3yr+),25.3,0,No,Credit card (automatic),Yes,No internet service,0,Two year,0
8,New(0-1yr),44.55,0,DSL,Mailed check,Yes,Yes,3,Two year,0
71,Loyal(3yr+),104.1,0,Fiber optic,Credit card (automatic),Yes,No,4,One year,0
43,Loyal(3yr+),92.55,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,0
2,New(0-1yr),93.85,1,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
29,Standard(1-3yr),101.45,1,Fiber optic,Bank transfer (automatic),Yes,No,4,Month-to-month,0
15,Standard(1-3yr),84.3,0,Fiber optic,Electronic check,Yes,No,2,Month-to-month,1
65,Loyal(3yr+),94.55,0,Fiber optic,Credit card (automatic),No,Yes,4,Two year,0
35,Standard(1-3yr),95.5,0,Fiber optic,Electronic check,No,Yes,3,Month-to-month,0
64,Loyal(3yr+),100.3,0,Fiber optic,Credit card (automatic),Yes,No,4,One year,0
58,Loyal(3yr+),55.5,0,DSL,Credit card (automatic),Yes,Yes,4,Two year,0
18,Standard(1-3yr),49.85,1,DSL,Credit card (automatic),Yes,No,1,Month-to-month,0
67,Loyal(3yr+),89.55,0,Fiber optic,Bank transfer (automatic),Yes,No,2,Month-to-month,0
63,Loyal(3yr+),19.15,0,No,Mailed check,Yes,No internet service,0,Two year,0
60,Loyal(3yr+),99.8,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,0
9,New(0-1yr),84.4,1,Fiber optic,Credit card (automatic),Yes,No,1,Month-to-month,1
70,Loyal(3yr+),113.05,0,Fiber optic,Credit card (automatic),Yes,Yes,6,Two year,0
15,Standard(1-3yr),101.1,0,Fiber optic,Electronic check,Yes,No,3,Month-to-month,1
48,Loyal(3yr+),19.95,0,No,Mailed check,No,No internet service,0,One year,0
12,New(0-1yr),74.15,0,DSL,Electronic check,Yes,Yes,4,Month-to-month,0
71,Loyal(3yr+),92.0,1,Fiber optic,Electronic check,Yes,Yes,4,One year,0
